national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,held_item_common,held_item_rare,held_item_common_id,held_item_rare_id,gender_token,gender_threshold,hatch_cycles,friendship_base,friendship_source_token,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,tmhm_tokens,tmhm_flag_count,tmhm_bits_hex,source_path
216,teddiursa,TEDDIURSA,2,60,80,50,40,50,50,NORMAL,NORMAL,0,0,120,124,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|THUNDERPUNCH|REST|ATTRACT|THIEF|FIRE_PUNCH|FURY_CUTTER|CUT|STRENGTH,60,ff1619cec7b92500,pokecrystal/data/pokemon/base_stats/teddiursa.asm
217,ursaring,URSARING,2,90,130,75,55,75,75,NORMAL,NORMAL,0,0,60,189,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|THUNDERPUNCH|REST|ATTRACT|THIEF|FIRE_PUNCH|FURY_CUTTER|CUT|STRENGTH,60,ff5619cec7b92500,pokecrystal/data/pokemon/base_stats/ursaring.asm
218,slugma,SLUGMA,2,40,40,40,20,70,40,FIRE,FIRE,9,9,190,78,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|DEFENSE_CURL|REST|ATTRACT|FLAMETHROWER,60,ac1619c4a6180002,pokecrystal/data/pokemon/base_stats/slugma.asm
219,magcargo,MAGCARGO,2,50,50,120,30,80,80,FIRE,ROCK,9,5,75,154,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|DEFENSE_CURL|REST|ATTRACT|STRENGTH|FLAMETHROWER,60,ac5619c6a6182002,pokecrystal/data/pokemon/base_stats/magcargo.asm
220,swinub,SWINUB,2,50,50,40,50,30,30,ICE,GROUND,14,4,225,78,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DEFENSE_CURL|DETECT|REST|ATTRACT|STRENGTH|ICE_BEAM,60,b6b21bc6861c2008,pokecrystal/data/pokemon/base_stats/swinub.asm
221,piloswine,PILOSWINE,2,100,100,80,50,60,60,ICE,GROUND,14,4,75,160,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DEFENSE_CURL|DETECT|REST|ATTRACT|STRENGTH|ICE_BEAM,60,b6f21bc6861c2008,pokecrystal/data/pokemon/base_stats/piloswine.asm
222,corsola,CORSOLA,2,55,55,85,35,65,85,WATER,ROCK,10,5,60,113,NO_ITEM,NO_ITEM,0,0,GENDER_F75,191,20,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_WATER_1,EGG_WATER_3,2,9,HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|SURF|STRENGTH|WHIRLPOOL|ICE_BEAM,60,ae161bd69618b008,pokecrystal/data/pokemon/base_stats/corsola.asm
223,remoraid,REMORAID,2,35,65,35,65,65,35,WATER,WATER,10,10,190,78,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_WATER_2,2,12,CURSE|TOXIC|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|REST|ATTRACT|THIEF|SURF|WHIRLPOOL|FLAMETHROWER|ICE_BEAM,60,24521bc4c638900a,pokecrystal/data/pokemon/base_stats/remoraid.asm
224,octillery,OCTILLERY,2,75,105,75,45,105,75,WATER,WATER,10,10,75,164,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_WATER_2,2,12,CURSE|TOXIC|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|REST|ATTRACT|THIEF|SURF|WHIRLPOOL|FLAMETHROWER|ICE_BEAM,60,24521bc4c638900a,pokecrystal/data/pokemon/base_stats/octillery.asm
225,delibird,DELIBIRD,2,45,55,45,75,65,45,ICE,FLYING,14,2,45,183,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_WATER_1,EGG_GROUND,2,5,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|FLY|ICE_BEAM,60,26b21bc4463c0808,pokecrystal/data/pokemon/base_stats/delibird.asm
226,mantine,MANTINE,2,65,40,70,70,80,140,WATER,FLYING,10,2,25,168,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_1,EGG_WATER_1,2,2,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,26b21bc446189009,pokecrystal/data/pokemon/base_stats/mantine.asm
227,skarmory,SKARMORY,2,65,80,140,70,40,70,STEEL,FLYING,8,2,25,168,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_FLYING,EGG_FLYING,4,4,CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DETECT|REST|ATTRACT|THIEF|STEEL_WING|CUT|FLY,60,241619c4567c0c00,pokecrystal/data/pokemon/base_stats/skarmory.asm
228,houndour,HOUNDOUR,2,45,60,30,65,80,50,DARK,FIRE,16,9,120,114,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|FIRE_BLAST|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|NIGHTMARE|FLAMETHROWER,60,b61679e46e3e0202,pokecrystal/data/pokemon/base_stats/houndour.asm
229,houndoom,HOUNDOOM,2,75,90,50,95,110,80,DARK,FIRE,16,9,45,204,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|FIRE_BLAST|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|NIGHTMARE|STRENGTH|FLAMETHROWER,60,b65679e46e3e2202,pokecrystal/data/pokemon/base_stats/houndoom.asm
230,kingdra,KINGDRA,2,75,95,95,85,95,95,WATER,DRAGON,10,15,45,207,NO_ITEM,DRAGON_SCALE,0,151,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_DRAGON,2,14,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|DRAGONBREATH|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,26f29b8446189009,pokecrystal/data/pokemon/base_stats/kingdra.asm
231,phanpy,PHANPY,2,90,60,60,40,40,40,GROUND,GROUND,4,4,120,124,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|STRENGTH,60,be1619c696182000,pokecrystal/data/pokemon/base_stats/phanpy.asm
232,donphan,DONPHAN,2,90,120,120,50,60,60,GROUND,GROUND,4,4,60,189,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|REST|ATTRACT|STRENGTH,60,be5619c696182000,pokecrystal/data/pokemon/base_stats/donphan.asm
233,porygon2,PORYGON2,2,85,80,90,60,105,95,NORMAL,NORMAL,0,0,45,180,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DEFENSE_CURL|DREAM_EATER|REST|THIEF|NIGHTMARE|FLASH|THUNDERBOLT|ICE_BEAM,60,64f75b95c62a420c,pokecrystal/data/pokemon/base_stats/porygon2.asm
234,stantler,STANTLER,2,73,95,62,85,85,65,NORMAL,NORMAL,0,0,45,165,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|DETECT|REST|ATTRACT|THIEF|NIGHTMARE|FLASH,60,36171bd6463e4200,pokecrystal/data/pokemon/base_stats/stantler.asm
235,smeargle,SMEARGLE,2,55,20,35,75,20,45,NORMAL,NORMAL,0,0,45,106,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_GROUND,EGG_GROUND,5,5,,60,0000000000000000,pokecrystal/data/pokemon/base_stats/smeargle.asm
236,tyrogue,TYROGUE,2,35,35,35,35,35,35,FIGHTING,FIGHTING,1,1,75,91,NO_ITEM,NO_ITEM,0,0,GENDER_F0,0,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|STRENGTH,60,a61619c4463c2000,pokecrystal/data/pokemon/base_stats/tyrogue.asm
237,hitmontop,HITMONTOP,2,50,95,95,70,35,110,FIGHTING,FIGHTING,1,1,45,138,NO_ITEM,NO_ITEM,0,0,GENDER_F0,0,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|STRENGTH,60,a61619cc463c2000,pokecrystal/data/pokemon/base_stats/hitmontop.asm
238,smoochum,SMOOCHUM,2,45,30,15,65,85,65,ICE,PSYCHIC_TYPE,14,13,45,87,ICE_BERRY,ICE_BERRY,80,80,GENDER_F100,254,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,DYNAMICPUNCH|CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SWEET_SCENT|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|ICE_BEAM,60,25bb1bf4073a0208,pokecrystal/data/pokemon/base_stats/smoochum.asm
239,elekid,ELEKID,2,45,63,37,95,65,55,ELECTRIC,ELECTRIC,12,12,45,106,NO_ITEM,NO_ITEM,0,0,GENDER_F25,63,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|HIDDEN_POWER|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|FLASH|THUNDERBOLT,60,67121bd547bd4004,pokecrystal/data/pokemon/base_stats/elekid.asm
240,magby,MAGBY,2,45,75,37,83,70,55,FIRE,FIRE,9,9,45,117,BURNT_BERRY,BURNT_BERRY,79,79,GENDER_F25,63,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_NONE,EGG_NONE,15,15,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|FLAMETHROWER,60,271659d426bd0002,pokecrystal/data/pokemon/base_stats/magby.asm
241,miltank,MILTANK,2,95,80,105,100,40,70,NORMAL,NORMAL,0,0,45,200,MOOMOO_MILK,MOOMOO_MILK,72,72,GENDER_F100,254,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|EARTHQUAKE|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SANDSTORM|DEFENSE_CURL|THUNDERPUNCH|REST|ATTRACT|FIRE_PUNCH|SURF|STRENGTH|THUNDERBOLT|ICE_BEAM,60,efff5be79799300c,pokecrystal/data/pokemon/base_stats/miltank.asm
242,blissey,BLISSEY,2,255,10,10,55,75,135,NORMAL,NORMAL,0,0,30,255,NO_ITEM,LUCKY_EGG,0,126,GENDER_F100,254,40,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_FAIRY,EGG_FAIRY,6,6,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DEFENSE_CURL|DREAM_EATER|REST|ATTRACT|STRENGTH|FLASH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,eff63bf5b61a600e,pokecrystal/data/pokemon/base_stats/blissey.asm
243,raikou,RAIKOU,2,90,85,75,115,115,100,ELECTRIC,ELECTRIC,12,12,3,216,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,80,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DETECT|REST|CUT|STRENGTH|FLASH|THUNDERBOLT,60,f6575bcd560c6404,pokecrystal/data/pokemon/base_stats/raikou.asm
244,entei,ENTEI,2,115,115,85,100,90,75,FIRE,FIRE,9,9,3,217,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,80,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|SWIFT|DETECT|REST|CUT|STRENGTH|FLASH|FLAMETHROWER,60,b6577bcc760c6402,pokecrystal/data/pokemon/base_stats/entei.asm
245,suicune,SUICUNE,2,100,75,115,85,90,115,WATER,WATER,10,10,3,215,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,80,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DETECT|REST|CUT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,b6f75bcc560c9409,pokecrystal/data/pokemon/base_stats/suicune.asm
246,larvitar,LARVITAR,2,50,64,50,41,45,50,ROCK,GROUND,5,4,45,67,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,40,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_MONSTER,EGG_MONSTER,1,1,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DETECT|REST|ATTRACT,60,26561bce161c0000,pokecrystal/data/pokemon/base_stats/larvitar.asm
247,pupitar,PUPITAR,2,70,84,70,51,65,70,ROCK,GROUND,5,4,45,144,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,40,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_MONSTER,EGG_MONSTER,1,1,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|DETECT|REST|ATTRACT,60,26561bce161c0000,pokecrystal/data/pokemon/base_stats/pupitar.asm
248,tyranitar,TYRANITAR,2,100,134,110,61,95,100,ROCK,DARK,5,16,45,218,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,40,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_MONSTER,EGG_MONSTER,1,1,DYNAMICPUNCH|HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DETECT|REST|ATTRACT|FIRE_PUNCH|FURY_CUTTER|NIGHTMARE|CUT|SURF|STRENGTH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,b756dbce369c370e,pokecrystal/data/pokemon/base_stats/tyranitar.asm
249,lugia,LUGIA,2,106,90,130,110,90,154,PSYCHIC_TYPE,FLYING,13,2,3,220,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,120,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|THUNDER|EARTHQUAKE|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DREAM_EATER|DETECT|REST|STEEL_WING|NIGHTMARE|FLY|SURF|STRENGTH|WHIRLPOOL|WATERFALL|THUNDERBOLT|ICE_BEAM,60,f6f7dff7564eba0d,pokecrystal/data/pokemon/base_stats/lugia.asm
250,ho_oh,HO_OH,2,106,130,90,90,110,154,FIRE,FLYING,9,2,3,220,SACRED_ASH,SACRED_ASH,156,156,GENDER_UNKNOWN,255,120,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|DRAGONBREATH|THUNDER|EARTHQUAKE|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|SWIFT|DREAM_EATER|DETECT|REST|STEEL_WING|NIGHTMARE|FLY|STRENGTH|FLASH|FLAMETHROWER|THUNDERBOLT,60,f457bff7764e6a06,pokecrystal/data/pokemon/base_stats/ho_oh.asm
251,celebi,CELEBI,2,100,100,100,100,100,100,PSYCHIC_TYPE,GRASS,13,11,45,64,NO_ITEM,MIRACLEBERRY,0,109,GENDER_UNKNOWN,255,120,70,BASE_HAPPINESS,GROWTH_MEDIUM_SLOW,3,EGG_NONE,EGG_NONE,15,15,CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DEFENSE_CURL|DREAM_EATER|DETECT|REST|NIGHTMARE|FLASH,60,245f3ff4d60e4200,pokecrystal/data/pokemon/base_stats/celebi.asm
